Code produit Fournisseur;EAN;Désignation du produit (NOM COMMERCIAL); Libellé Bon de livraison; Descriptif du produit; Durée garantie; Catégorie Arborescence Internet;Slogan;Qualité livrée;Couleur;Marque;Nombre de pièces par paquet;Hauteur adulte;Les plus du produit (1);Les plus du produit (2);Les plus du produit (3);EcoTaxe;Image_principale;Image secondaire 1;Image secondaire 2;Image secondaire 3;Image secondaire 4;Image secondaire 5;Vidéo Lien youtube;Fiche PDF;Période de plantation;Période de floraison;Période de semis;Période de récolte;Période de livraison;Type de sol;Exposition;Type utilisation;Type de Livraison
PROFR4;;RATEAU A FLEURS 5 DENTS ;RATEAU A FLEURS 5 DENTS;Avec une facilité de prise en main grâce à  sa manche ergonomique revêtue de bi-matière antidérapant. 5 dents en acier avec revêtement antirouille. Longueur : 29 cm.;1 an;3480;Idéal pour les petits jardinages.;En acier;Vert;1;;;Manche bi-matières;Revêtement antirouille;;;RIM-0038.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFGR9;;GRIFFE A FLEURS;GRIFFE A FLEURS;Utilisez cette griffe à  fleurs 4 dents lors de vos travaux de jardinage. Pour préparer et aérer le sol. Manche bi-matière antidérapant. En acier avec revêtement antirouille.;1 an;3480;Pour rendre le jardinage plus facile;En acier;Vert;1;;;Manche ergonomique bimatière;Revêtement antirouille;Cconfortable et solide;;RIM-0041.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFS3;;SERFOUETTE LANGUE ET FOURCHE A FLEURS ;SERFOUETTE LANGUE ET FOURCHE A FLEURS;Un outil à  fleurs avec langue et fourche en acier. Manche bi-matière soft touch antidérapant. Choisissez cette serfouette pour bien aérer ou creuser le sol !;1 an;3480;Un outil efficace pour aérer la terre;En acier;Vert;1;;;Bi-matières et anti-dérapant;Revêtement antirouille;;;RIM-0039.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFG5;;GRIFFE 3 DENTS A FLEURS ;GRIFFE 3 DENTS A FLEURS;Une griffe 3 dents en acier avec revêtement antirouille. Manche ergonomique bi-matière soft touch. Outil de jardin pratique et robuste. Offrez-vous cet outil pour bien aérer le sol !;1 an;3480;Une griffe à  fleurs facile à  utiliser;En acier;Vert;1;;;Manche bi-matières;Revêtement antirouille;;;RIM-0040.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFB6;;BALAI A FEUILLE PETIT MODELE ;BALAI A FEUILLE PETIT MODELE;Offrez-vous ce balai pour enlever les cailloux, les végétaux et les feuilles dans le jardin. Avec tête en acier inoxydable. Manche ergonomique bi-matière soft touch. Robuste et pratique.;1 an;3480;Un outil facile à  utiliser;En acier;Vert;1;;;Manche bi-matières;Revêtement antirouille;;;RIM-0042.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFP7;;PLANTOIR MANCHE BI-MATIERE;PLANTOIR MANCHE BI-MATIERE;Offrez-vous ce plantoir en acier à  manche ergonomique bi-matière soft touch ! Pratique et facile à  utiliser. Idéal pour faire un trou afin d y mettre les graines et les plants.;1 an;3480;PLANTOIR MANCHE BIMATIERE;En acier;Vert;1;;;Manche bi-matières;Revêtement antirouille;;;RIM-0043.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PROFPB8;;PLANTOIR A BULBES AUTOMATIQUE;PLANTOIR A BULBES AUTOMATIQUE;Ce plantoir à  bulbes automatique est un petit outil de jardin fonctionnant par une simple pression de la main. Choisissez cet équipement pour planter facilement vos bulbes.;1 an;3480;Outil conçu pour planter des graines;En acier;Vert;1;;;Manche bi-matières;Revêtement antirouille;Automatique;;RIM-0044.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSPATON;;SPATULE NETTOYAGE CARTER DE TONDEUSE;SPATULE NETTOYAGE CARTER DE TONDEUSE;Pour nettoyer et racler l intérieur des carters des tondeuses, achetez ce modèle de spatule ! Avec revêtement antirouille et manche ergonomique bi-matière. Facile à  utiliser.;1 an;3480;Outil nettoyeur de carters de tondeuses;En acier;Vert;1;;;Manche ergonomique bimatière;Revêtement antirouille;;;RIM-0045.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRLIEN358;;LIEN DIAM. 3.5MM LONG. 8M;LIEN DIAM. 3.5MM LONG. 8M;Ce Lien Diam 3,5 mm Long 8m attache vos végétaux en deux tours de main. N hésitez plus et procurez-vous ce matériel pour donner la forme que vous souhaitez à  vos plantes.;1 an;3480;Outil adapté aux travaux en jardinerie;Métallique robuste;Vert;1;;;Souple et antidérapant;Fil métallique;;;RIM-0046.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRLIEN505;;LIEN DIAM. 5.0MM LONG. 5M;LIEN DIAM. 5.0MM LONG. 5M;Un lien de 5 mm/ 5 m idéal pour lier les plantations. Muni d un revêtement souple antidérapant et d un fil métallique robuste. Achetez-en pour mieux présenter vos végétaux.;1 an;3480;Attacher les plantes sans les abà®mer;Métallique robuste;Vert;1;;;Souple et antidérapant;Fil métallique;;;RIM-0047.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRLIEN655;;PRLIEN655;LIEN DIAM. 6.5MM LONG. 5M;Le Lien Diam 6,5 mm Long 5m évite l écroulement de vos plantes lors des intempéries. Constitué d un fil métallique gainé d un épais revêtement, il maintient vos végétaux bien droits.;1 an;3480;L outil idéal pour ligaturer les plantes;Métallique robuste;Vert;1;;;Souple et antidérapant;Fil métallique;;;RIM-0048.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFD08;;SECATEUR 8" LAMES DROITES;SECATEUR 8" LAMES DROITES;Ce sécateur de jardin en acier forgé sécurisé avec système de blocage est l outil qu il vous faut ! Doté de poignées antiglisse et anti-transpiration. Lames droites 200 mm. Pratique et facile d usage.;1 an;3280;Un sécateur pour entretenir le jardin;En acier forgé;Vert;1;;;Poignées antiglisse;;;;RIM-0049.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFC08;;SECATEUR 8"FORGE LAMES COURBEE;SECATEUR 8"FORGE LAMES COURBEE;Léger, ce sécateur 8   forgé lames courbée coupe facilement les branches des plantes. Perfectionnez la taille de vos végétaux en utilisant cet outil de jardinage.;1 an;3280;Un outil idéal pour tailler vos végétaux;En acier forgé;Vert;1;;;Poignées antiglisse;;;;RIM-0050.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFC10;;SECATEUR 10"FORGE LAMES COURBE;SECATEUR 10"FORGE LAMES COURBE;Pour faciliter l entretien du jardin, optez pour ce modèle de sécateur en acier ! Outil sécurisant avec poignées bi-matière antiglisse et anti-transpiration. Système de blocage en position fermée.;1 an;3280;Outil conçu pour tailler les plantes;En acier forgé;Vert;1;;;Poignées antiglisse;;;;RIM-0051.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFC08BM;;SECATEUR 8"FORGE LAMES COURBEE ;SECATEUR 8"FORGE LAMES COURBEE;Pratique, ce sécateur 8   forgé vous permet de tailler les arbustes et les rosiers dans votre jardin. Il possède une poignée bi-matière. Cet outil a été conçu pour une meilleure prise en main.;1 an;3280;Outil destiné pour tailler les plantes;En acier forgé;Vert;1;;;Poignées bimatière;Avec Ressort inox;;;RIM-0052.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSMC08;;SECATEUR 8" ALU LAME COURBES;SECATEUR 8" ALU LAME COURBES;Pensez à  choisir ce sécateur en aluminium avec lame supérieure antirouille pour entretenir votre jardin ! Poignées antiglisse. Blocage par cran de sà»reté. Butée d amortissement de coupe.;1 an;3280;Un outil de jardin bien sécurisé;En alluminium;Vert;1;;;Revêtement antiglisse;Avec Ressort inox;Revêtement spécial antirouille;;RIM-0053.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSMC07F;;SECATEUR 7" COURBE FUSHIA;SECATEUR 7" COURBE FUSHIA;Ce sécateur 7   courbé est un outil facile à  manier. Il sert à  couper aisément les branches des végétaux. Achetez ce matériel fushia pour entretenir les plantes de votre jardin.;1 an;3280;Un sécateur bien performant;En acier inoxydable;Rose;1;;;Poignées anti-glissante;;;;RIM-0054.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCG360;;CISAILLE GAZON PIVOTANTE 360°;CISAILLE GAZON PIVOTANTE 360°;Pour simplifier vos travaux de jardinerie, n hésitez pas à  vous offrir cette cisaille pivotante 360°. Outil conçu pour les finitions des bordures, murs, massifs. Poignées bi-matière antiglisse.;1 an;3280;Un outil idéal pour couper le gazon;En acier carbone trempé;Vert;1;;;Lame revêtement antirouille;;;;RIM-0057.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFC09;;SECATEUR FORGE 9"LAMES COURBEE;SECATEUR FORGE 9"LAMES COURBEE;Utilisez ce sécateur facile à  utiliser lors de vos travaux de jardinage. Avec lanière de blocage en position fermée. Lame courbée en acier poli. Ressort à  lame à  double volute.;1 an;3280;Simplifie la taille de vos plantes;En acier forgé;Noir;1;;; Ressort en inox;;;;RIM-0058.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSMC08TR;;SECATEUR 8" ALU LAME COURBES ;SECATEUR 8" ALU LAME COURBES;Un sécateur de jardin très pratique. Poignée tournante avec 2 ouvertures. Lame en acier à  revêtement anti-adhérent et antirouille. Facile d usage, il vous permettra de bien tailler vos plantes.;1 an;3280;Un sécateur fiable et performant;Lame en acier carbone;Vert;1;;;Lame en acier à  haute teneur; Anti-adhérent et antirouille;;;RIM-0059.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSCC08;;SECATEUR CREMAILLERE 8" LAMES COURBES;SECATEUR CREMAILLERE 8" LAMES COURBES;Pour entretenir votre jardin, munissez-vous de ce sécateur. Il possède un blocage par cran de sureté et une poignée de protection pour sécuriser son utilisateur.;1 an;3280;Taillez vos plantes en toute sécurité;Lame en acier carbone;Noir;1;;;Avec antirouille;;;;RIM-0060.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCGREF;;COUTEAU A GREFFER 7" MANCHE BOIS;COUTEAU A GREFFER 7" MANCHE BOIS;Pour un greffage, pensez à  vous offrir ce modèle de couteau à  greffer ! Lame forgée en acier inox traité HRC 52-54. Manche en bois. Verrouillage de la lame par cran de sà»reté.;1 an;3280;Pour un greffage facile et rapide;Lame en acier inox;Orange;1;;;;;;;RIM-0061.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSFC08INOX;;SECATEUR 8"INOX LAMES COURBEE ;SECATEUR 8"INOX LAMES COURBEE;Utilisez ce sécateur à  lame courbée pour réaliser une coupe précise de vos plantes. Entièrement en acier inox poli. Manche en bois de frêne. Système de blocage en position fermée.;1 an;3280;Outil de jardin facile d usage;En acier inox;Orange;1;;;;;;;RIM-0062.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSMC07V;;SECATEUR 7" COURBE VERT;SECATEUR 7" COURBE VERT;Choisissez un sécateur de jardin fiable et pratique ! Lames courbes en acier inox. Poignées antiglisse et système de blocage en position fermée. Facile à  utiliser. Couleur : vert.;1 an;3280;Pour une taille parfaite des végétaux;En acier inoxydable;Vert;1;;;Poignées anti-glissante;;;;RIM-0055.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRPSEC;;POCHETTE POUR SECATEUR;POCHETTE POUR SECATEUR;Optez pour cette pochette afin de vous laisser les mains libres lors de la taille des plantes. Pour tous types de sécateurs. Pochette à  deux systèmes de fixation : par passant pour ceinture, par clip métal.;1 an;3260;Une pochette pour ranger les sécateurs;En nylon et clip métal;Multicolore;1;;;;;;;RIM-0056.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCH51INOX;;CISAILLE HAIES 51CM INOX MANCHE BOIS;CISAILLE HAIES 51CM INOX MANCHE BOIS;Pour découper plus facilement les haies irrégulières ou à  bois durs, utilisez cette cisaille 51 cm à  manche en bois ! Réglage de la pression par écrou papillon. Lames et manches forgés en acier inox.;1 an;3280;Cisaille pour haies irrégulières;Lame en acier inox;Orange;1;;;Pour les haies irrégulières;Pour les bois durs;;;RIM-0063.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCB63INOX;;COUPE-BRANCHES 63CM INOX MANCHE BOIS;COUPE-BRANCHES 63CM INOX MANCHE BOIS;Pression de coupe réglable par écrou papillon. Lames courbées. En acier inox traité. Optez pour ce sécateur robuste et fonctionnel pour l entretien régulier de vos plantes.;1 an;3280;Outil de jardin pour travaux courants;Lame en acier inox;Orange;1;;; Travaux courants du jardin;;;;RIM-0064.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCH50;;CISAILLE HAIES 50CM MANCHES BOIS;CISAILLE HAIES 50CM MANCHES BOIS;Une cisaille à  haies simple à  utiliser. Idéale pour découper les haies irrégulières ou à  bois durs. Réglage de la pression de coupe par écrou. N hésitez pas à  vous en offrir un pour entretenir votre jardin !;1 an;3280;Un outil pour découper les haies;En acier carbone poli;Orange;1;;;Pour les haies irrégulières;Pour les bois durs;;;RIM-0065.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCH52;;CISAILLE HAIES 52CM LAMES ONDULEES;CISAILLE HAIES 52CM LAMES ONDULEES;Pression de la lame réglable. Lame ondulée. Butée d amortissement de coupe, cette cisaille convient pour la coupe des haies irrégulières ou à  bois durs.;1 an;3280;Coupe facilement et rapidement vos haies;En bois et lame en acier carbone;Vert;1;;;Pour les haies irrégulières;Pour les bois durs;;;RIM-0066.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCHT64;;CISAILLE HAIES MANCHE TELESCOPiQUE;CISAILLE HAIES MANCHE TELESCOP;Un outil conçu pour les jeunes pousses, les haies à  bois tendre, le gazon, etc. Doté de 2 lames tranchantes. Butée d amortissement de coupe. Offrez-vous-en un pour avoir un jardin bien présenté.;1 an;3280;Une cisaille pour entretenir le jardin;En acier;Vert;1;;;pour les haies à  bois tendres; Manches télescopiques;;;RIM-0067.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCB66;;COUPE-BRANCHES 66CM MANCHES ACIER;COUPE-BRANCHES 66CM MANCHES ACIER;Cette coupe branche allie ergonomie, praticité, et robustesse. Elle possède une manche ovale en acier, une lame et une contre-lame en acier carbone poli. La pression de coupe est réglable.;1 an;3280;Pour vos travaux de jardinage courants.;En acier carbone poli;Vert;1;;; Travaux courants du jardin; Ergonomiques et anti-glisse;;;RIM-0068.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCBC71D;;COUPE-BRANCHES 71CM -DEMULTIPLICATION;COUPE-BRANCHES71CM-DEMULTIPLICATION;Idéale pour tous types de bois. Doté d un système à  démultiplication permettant une grande ouverture et une réduction d effort. Épaisseur lame 5 mm. Procurez-vous-en un pour entretenir vos végétaux.;1 an;3280;Coupe-branche pour tous types de bois;En acier. manche en aluminium;Multicolore;1;;;Pour tous types de bois;;;;RIM-0069.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCB42;;COUPE-BRANCHES 42CM;COUPE-BRANCHES 42CM;Cette coupe branche ergonomique et solide facilite l entretien de votre jardin. Sa lame en acier carbone est revêtue d antirouille et sa poignée ovale est antidérapante.;1 an;3280;Outil de jardinage adapté à  vos besoins.;En acier;Multicolore;1;;; Travaux courants du jardin;;;;RIM-0070.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCB77;;COUPE-BRANCHES 77CM;COUPE-BRANCHES 77CM;Faites le bon choix et optez pour un outil de jardin fiable et performant ! Une coupe-branches conçue pour tous types de bois. Système d ouverture de lame déporté pour une force accrue.;1 an;3280;Coupe-branche maniable et performante;En acier;Multicolore;1;;;Pour tous types de bois;;;;RIM-0071.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCBC75;;COUPE-BRANCHES ENCLUME 75CM DEMULTIPLIEE;COUPE-BRANCHES ENCLUME 75CM DEMULTIPLIEE;Utilisez ce sécateur robuste pour tailler vos bois secs et durs. Il réduit lâ?~effort de travail et est ergonomique. Il est doté d un système de démultiplication par crémaillère. Lame antirouille.;1 an;3280;Coupe-branche très robuste;En acier;Multicolore;1;;;Poignées bimatière antiglisse;;;;RIM-0072.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCBT98;;COUPE-BRANCHES 98CM MANCHE TELESCOPIQUE;COUPE-BRANCHES 98CM MANCHE TELESCOPIQUE;Équipez-vous de ce coupe-branches 98 cm pour vos travaux de jardinerie ! Outil de jardin adapté à  tous types de bois. Doté d un système à  contre-lame crantée. Manches télescopiques.;1 an;3280;Coupe-branche pour tous types de bois;En acier;Multicolore;1;;;Pour tous types de bois;;;;RIM-0073.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRCBTC98/E;;COUPE-BRANCHES 98CM CREMAILLER;COUPE-BRANCHES 98CM CREMAILLER;Achetez un outil de jardin sà»r et fiable ! Coupe-branches à  lame en acier adapté à  tous types de bois. Large ouverture et réduction d effort. Système de démultiplication par crémaillère.;1 an;3280;Une coupe-branches sécurisée;En acier et en aluminium;Multicolore;1;;;Pour tous types de bois;;;;RIM-0074.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRES10;;ECHENILLOIR + SCIE;ECHENILLOIR + SCIE;Ajoutez à  vos outils de jardin cet échenilloir+scie ! Echenilloir en acier laqué. Lame en acier avec revêtement téflon. Scie en acier carbone mesurant 350 mm. Longueur de la cordelette 3,5 m.;1 an;3480;Deux outils de jardin en un;En acier;Multicolore;1;;; Avec cordelette;Avec antirouille;;;RIM-0075.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRES11C;;ECHENILLOIR A CREMAILLERE + SCIE;ECHENILLOIR A CREMAILLERE + SCIE;Pensez à  vous équiper de cet échenilloir à  crémaillère avec scie ! Lame échenilloir en acier avec revêtement antirouille. Épaisseur contre-lame 5 mm. Scie 350 mm. Longueur cordelette 3,50 m.;1 an;3480;Un outil pour faciliter la jardinerie;En acier;Multicolore;1;;; Avec cordelette;Avec antirouille;;;RIM-0076.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRESMT;;MANCHE TELES ECHENILLOIR DE 1M40 A 2M47;MANCHE TELES ECHENILLOIR DE 1M40 A 2M47;Équipez votre échenilloir de ce manche télescopique en acier ! Spécialement étudié pour éviter les chutes sur les échelles lors du découpage des branches en hauteur. Système de blocage et déblocage par rotation.;1 an;3480;Un manche télescopique pour échenilloir;En acier;Noir;1;;;;;;;RIM-0077.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRESAT45;;RALLONGE TELESCOPIQUE 4M50 -2 SECTIONS;RALLONGE TELESCOPIQUE 4M50-2 SECTIONS;Cet outil pratique vous permet de peindre en hauteur et cueillir des fruits avec sa manche de 2,50 à  4,50 m. Il possède un blocage et un déblocage par rotation avec un bouton poussoir sécurisé.;1 an;3480;Un manche télescopique très fonctionnel;En aluminium;Noir;1;;;Bouton poussoir avec sécurité;;;;RIM-0078.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
PRSC100D;;COUTEAU SCIE DOUBLE LAME 120MM;COUTEAU SCIE DOUBLE LAME 120MM;Coupez facilement les arbustes très fournis grâce à  ce couteau scie double lame 120 mm ! Poignée en polypropylène. Lame double denture en acier carbone.;1 an;3480;Pour tailler les arbustes très fournis;En acier. et en polypropylène;Noir;1;;;Lame double denture;;;;RIM-0080.jpg;;;;;;;;;;;;;;;;01-Depart Willemse
